"","fsdisability","HH6.x","HH7.x","HC0","HW1","HW3","HW2","HC8","WS1","WS3","WS7","WS11","helevel","melevel","windex5.y","CB3","CB7","CB11","PR3","FCD2F","FCD2G","FCD2I","FCD2J","FCD2K","FCF1","FCF2","FCF3","HL4","Refugee"
"202",2,2,30,12,1,1,1,1,11,NA,2,13,1,2,3,6,1,2,NA,1,2,1,1,2,2,9,2,1,3
"203",2,2,30,12,1,1,1,1,91,NA,2,12,1,1,3,14,1,2,0,2,2,2,1,2,2,2,2,2,3
"204",2,2,30,13,1,1,1,1,91,NA,2,12,2,2,4,5,1,2,NA,1,2,1,1,2,2,2,2,2,3
"205",2,2,30,13,1,1,1,1,11,NA,2,12,2,1,5,13,1,1,0,2,2,2,1,2,2,2,2,1,3
"206",2,2,30,12,1,1,1,1,91,NA,2,13,1,2,4,8,1,1,0,2,2,2,2,2,2,2,2,2,3
"207",1,2,30,13,1,1,1,1,11,NA,2,12,1,1,4,5,1,2,NA,1,1,1,1,9,2,2,2,1,3
"208",2,2,30,12,1,1,1,1,11,NA,2,12,2,2,3,8,1,1,2,2,2,1,1,2,2,2,2,2,3
"209",2,2,30,13,1,1,1,1,91,NA,2,12,1,2,2,12,1,1,0,2,2,2,2,2,2,2,2,1,3
"210",2,2,30,13,6,NA,NA,1,11,NA,2,13,1,1,3,9,1,2,0,1,1,2,1,2,2,2,2,2,3
"211",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"212",2,2,30,12,1,1,1,1,91,NA,2,13,1,3,5,10,1,1,0,2,2,2,1,2,2,2,2,1,3
"213",2,2,30,13,1,1,1,1,11,NA,2,12,2,1,5,17,1,2,NA,NA,NA,NA,NA,NA,1,2,2,1,3
"214",2,2,30,12,1,1,1,1,11,NA,2,13,1,2,3,14,1,2,0,2,2,2,2,2,2,2,2,2,3
"215",1,2,30,13,1,1,1,1,91,NA,2,13,3,1,5,14,1,1,0,2,2,2,2,2,2,2,2,1,3
"216",2,1,30,13,1,1,1,1,11,NA,2,13,3,3,4,5,1,2,NA,1,1,2,1,2,2,2,2,1,1
"217",2,1,30,12,1,1,1,1,11,NA,2,13,1,1,2,10,1,2,1,1,2,2,1,2,2,2,2,1,3
"218",2,1,30,12,1,1,1,1,91,NA,2,13,2,2,5,8,1,2,0,1,1,1,1,2,2,2,2,1,1
"219",2,1,30,11,1,1,1,1,11,NA,2,12,3,3,5,14,1,1,0,2,2,2,1,2,1,2,2,2,1
"220",2,1,30,11,1,1,1,1,11,NA,2,12,2,2,5,13,1,1,2,2,1,2,2,2,2,2,2,2,1
"221",2,1,30,12,3,1,1,1,11,NA,2,13,1,3,4,12,1,1,0,2,2,2,1,2,2,2,2,1,1
"222",2,2,30,12,1,1,1,1,11,NA,1,12,1,3,3,14,1,1,5,2,2,2,2,1,2,2,2,2,1
"223",2,2,30,13,1,1,1,1,11,NA,2,12,3,3,5,5,1,1,NA,1,2,1,2,2,2,2,2,1,1
"224",2,2,30,13,1,1,1,1,11,NA,1,11,1,3,3,9,1,1,8,2,2,2,2,2,2,2,2,1,3
"225",2,2,30,13,1,1,1,1,11,NA,2,11,1,3,5,8,1,1,0,1,2,2,1,2,2,2,2,1,1
"226",1,2,30,12,1,1,1,1,11,NA,2,11,2,1,5,13,1,1,0,1,2,2,1,2,2,2,2,1,1
"227",2,2,30,12,1,1,1,1,11,NA,2,14,2,2,4,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"228",2,2,30,13,1,1,1,1,11,NA,1,12,1,2,4,10,1,1,10,1,2,2,1,2,2,2,2,1,1
"229",2,2,30,13,1,1,1,1,11,NA,1,11,2,1,4,11,1,1,0,1,2,2,1,2,2,2,2,1,1
"230",2,2,30,13,1,1,1,1,11,NA,2,11,3,3,5,14,1,1,10,1,1,2,2,2,2,2,2,1,1
"231",2,2,30,12,1,1,1,1,11,NA,1,12,1,1,4,14,1,1,10,2,2,1,2,2,2,2,2,2,1
"232",1,2,30,13,1,1,1,1,11,NA,2,13,2,2,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"233",2,2,30,13,1,1,1,1,11,NA,1,11,1,2,4,7,1,1,0,2,2,2,2,2,2,2,2,1,1
"234",2,2,30,12,1,1,1,1,11,NA,1,11,2,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"235",1,2,30,13,1,1,1,1,91,NA,2,12,2,2,4,6,1,2,NA,1,2,2,2,2,2,2,2,1,3
"236",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"237",2,2,30,12,1,1,1,1,11,NA,2,14,1,2,4,5,1,2,NA,1,2,1,1,2,2,2,2,2,3
"238",1,2,30,13,1,1,1,1,11,NA,1,13,3,3,4,10,1,2,5,1,2,2,1,2,2,2,2,1,3
"239",2,2,30,12,1,1,1,1,61,NA,2,14,1,1,4,8,1,2,10,1,2,2,2,2,2,2,2,1,3
"240",2,2,30,12,1,1,1,1,91,1,2,13,2,2,4,8,1,2,0,2,2,1,1,2,2,2,2,1,3
"241",2,2,30,12,1,1,1,1,11,NA,2,12,1,1,3,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"242",2,2,30,13,1,1,1,1,51,1,2,13,3,3,5,6,1,1,NA,2,2,2,1,2,2,2,2,2,3
"243",1,2,30,12,1,1,1,1,11,NA,1,12,1,1,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"244",1,2,30,13,1,1,1,1,11,NA,2,12,1,1,3,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"245",1,2,30,12,1,1,1,1,11,NA,1,12,1,1,3,9,1,1,0,2,2,2,2,2,2,2,2,2,3
"246",2,2,30,12,1,1,1,1,51,1,2,13,1,1,3,11,1,1,0,2,1,2,2,2,2,2,2,2,3
"247",1,2,30,13,1,1,1,1,11,NA,2,13,3,2,4,5,1,2,NA,1,2,2,1,2,2,2,2,2,3
"248",2,2,30,12,1,1,1,1,11,NA,2,12,3,2,5,7,1,1,8,1,2,2,2,2,2,2,2,1,3
"249",2,2,30,12,1,1,1,1,11,NA,2,12,1,3,5,12,1,1,0,2,2,2,1,2,2,2,2,2,3
"250",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,12,1,1,0,1,2,2,2,2,2,2,2,1,3
"251",2,2,30,12,4,NA,NA,1,11,NA,2,13,3,3,5,10,1,1,0,2,2,2,2,2,2,2,2,1,1
"252",1,2,30,13,1,1,1,1,11,NA,2,13,3,3,5,7,1,2,4,1,2,2,1,2,2,2,2,2,3
"253",2,2,30,13,1,2,1,1,11,NA,1,13,2,1,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"254",2,2,30,12,1,1,1,1,11,NA,2,13,2,2,4,14,1,1,4,2,2,2,1,2,2,2,2,2,3
"255",2,2,30,12,4,NA,NA,1,11,NA,2,12,3,1,3,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"256",2,2,30,12,1,1,1,1,11,NA,2,13,1,2,3,5,1,1,NA,2,2,2,2,2,2,2,2,2,3
"257",2,3,30,12,1,1,1,1,11,NA,1,14,1,2,3,5,1,1,NA,1,2,1,1,2,2,2,2,1,1
"258",2,3,30,12,1,1,1,1,11,NA,2,11,1,1,4,13,1,1,0,2,2,2,2,2,2,2,2,2,1
"259",2,3,30,12,1,1,1,1,11,NA,1,11,1,3,4,10,1,1,0,1,2,2,2,2,2,2,2,1,1
"260",2,3,30,13,1,1,1,1,11,NA,2,13,1,1,2,9,1,1,6,1,2,2,2,2,2,2,2,2,1
"261",2,3,30,13,1,1,1,1,11,NA,2,11,1,3,4,5,1,1,NA,1,2,2,2,2,2,2,2,2,1
"262",2,3,30,13,1,1,1,1,11,NA,1,14,3,3,5,8,1,1,6,2,2,2,2,2,2,2,2,1,1
"263",NA,3,30,13,1,1,1,1,11,NA,1,14,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"264",1,3,30,12,1,1,1,1,11,NA,2,11,2,1,4,13,1,1,2,1,2,2,1,2,2,2,2,2,1
"265",2,3,30,13,1,1,1,1,11,NA,2,11,2,1,5,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"266",2,3,30,13,1,1,1,1,11,NA,1,11,1,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"267",1,3,30,13,1,1,1,1,11,NA,2,11,1,1,3,7,1,1,0,1,1,2,2,2,2,2,2,1,1
"268",2,3,30,13,1,1,1,1,11,NA,1,14,3,2,4,16,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1
"269",2,3,30,13,1,1,1,1,11,NA,1,11,1,1,3,13,1,1,0,2,2,2,2,2,1,2,2,2,1
"270",2,3,30,12,1,1,1,1,11,NA,2,11,2,3,5,12,1,1,4,2,2,2,2,2,2,2,2,1,1
"271",2,3,30,13,1,1,1,1,11,NA,2,11,2,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,1,1
"272",2,3,30,13,1,1,1,1,11,NA,2,11,1,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"273",2,3,30,12,1,1,1,1,11,NA,1,11,2,1,2,11,1,2,0,2,2,2,2,2,2,2,2,1,1
"274",2,3,30,13,1,1,1,1,11,NA,2,11,2,1,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"275",2,3,30,13,1,1,1,1,11,NA,2,11,1,3,4,6,1,1,NA,2,2,2,2,2,2,2,2,1,1
"276",2,3,30,13,1,2,1,1,11,NA,2,12,3,3,3,5,1,1,NA,1,2,2,1,2,2,2,2,1,1
"277",2,3,30,12,1,1,1,1,11,NA,2,11,2,1,5,9,1,1,6,2,2,2,2,2,2,2,2,2,1
"278",1,3,30,13,1,1,1,1,11,NA,2,11,1,1,4,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"279",2,3,30,13,1,1,1,1,11,NA,1,11,1,2,4,11,1,1,2,2,2,2,2,2,2,2,2,2,1
"280",2,3,30,13,1,1,1,1,11,NA,2,11,3,3,5,8,1,1,8,2,2,2,2,2,2,2,2,2,1
"281",2,3,30,12,1,1,1,1,11,NA,1,11,1,2,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"282",2,3,30,12,1,1,1,1,11,NA,2,11,3,3,3,10,1,1,0,2,2,2,1,2,2,2,2,2,1
"283",NA,3,30,13,1,1,1,1,11,NA,1,11,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"284",2,3,30,13,1,1,1,1,11,NA,1,11,1,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"285",2,3,30,13,1,1,1,1,11,NA,2,11,2,2,4,17,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1
"286",1,3,30,11,1,1,1,1,11,NA,2,11,1,1,5,12,1,1,0,2,2,2,1,2,2,2,2,1,1
"287",2,3,30,13,1,1,1,1,93,NA,2,11,3,3,4,7,1,1,4,2,2,2,2,2,2,2,2,2,1
"288",2,3,30,13,1,1,1,1,93,NA,2,11,1,2,4,6,1,1,NA,1,2,2,2,2,2,2,2,1,3
"289",1,3,30,12,1,1,1,1,11,NA,2,14,2,3,4,5,1,1,NA,2,2,2,2,2,1,2,2,1,1
"290",2,3,30,13,1,1,1,1,11,NA,2,11,3,3,4,7,1,1,0,2,2,2,2,2,2,2,2,1,1
"291",2,3,30,13,1,1,1,1,11,NA,1,11,1,1,3,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"292",2,3,30,12,1,1,1,1,11,NA,2,14,1,2,3,12,1,1,6,2,2,2,2,2,2,2,2,2,1
"293",2,3,30,12,1,1,1,1,11,NA,1,11,3,2,5,13,1,1,10,2,2,2,2,2,2,2,2,2,1
"294",2,3,30,12,1,1,1,1,11,NA,1,11,2,1,3,12,1,1,10,2,2,2,2,2,2,2,2,2,1
"295",2,3,30,13,1,1,1,1,11,NA,2,11,1,2,5,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"296",2,3,30,12,1,2,1,1,11,NA,2,11,2,2,3,7,1,1,0,1,1,1,2,2,2,2,2,2,1
"297",2,3,30,13,1,1,1,1,11,NA,2,11,1,3,5,11,1,1,0,2,2,2,2,2,2,2,2,1,1
"298",2,3,30,12,1,1,1,1,11,NA,2,11,1,3,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"299",2,3,30,14,1,1,1,1,11,NA,1,11,1,1,2,13,1,2,5,2,2,2,2,2,2,2,9,2,3
"300",2,3,30,12,1,1,1,1,11,NA,2,11,1,2,3,8,1,1,10,1,2,2,1,2,2,2,2,2,1
"301",2,3,30,12,1,1,1,1,11,NA,1,11,2,2,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"302",2,1,1,12,1,1,1,1,11,NA,2,13,2,3,3,9,1,1,10,2,2,2,2,2,2,2,2,2,3
"303",1,1,1,12,1,1,1,1,11,NA,2,13,2,3,5,11,1,1,10,1,2,2,2,2,2,2,2,2,1
"304",1,1,1,12,1,1,1,1,11,NA,2,13,2,3,4,6,1,2,NA,2,2,2,1,2,2,2,2,1,3
"305",2,1,1,12,1,1,1,1,11,NA,2,13,1,3,3,7,1,2,1,1,1,2,1,2,2,2,2,2,3
"306",1,1,1,12,1,1,1,1,11,NA,2,13,1,3,5,8,1,2,3,2,2,2,2,2,2,2,2,1,3
"307",2,1,1,12,1,1,1,1,11,NA,2,13,2,2,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"308",2,1,1,12,1,1,1,1,11,NA,2,13,1,1,2,5,1,1,NA,1,1,2,1,2,2,2,2,1,3
"309",2,1,1,12,1,1,1,1,11,NA,2,13,1,2,4,14,1,1,0,2,2,2,2,2,1,2,2,2,3
"310",2,1,1,12,1,1,1,1,11,NA,2,12,3,3,5,9,1,1,10,2,2,2,2,2,2,2,2,2,3
"311",2,1,1,12,1,1,1,1,11,NA,2,12,1,1,2,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"312",2,1,1,12,1,2,1,1,11,NA,2,13,1,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"313",2,1,1,13,1,1,1,1,11,NA,2,12,1,2,4,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"314",2,1,1,12,1,1,1,1,11,NA,2,13,3,2,5,13,1,1,0,2,2,2,2,2,2,2,2,2,1
"315",2,1,1,12,1,1,1,1,11,NA,2,13,3,3,2,10,1,1,10,2,2,2,2,2,2,2,2,2,1
"316",2,1,1,13,1,1,1,1,11,NA,2,13,2,1,2,14,2,1,0,2,2,2,2,2,2,2,2,1,3
"317",2,1,1,12,1,1,1,1,11,NA,2,13,1,1,2,17,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"318",2,1,1,12,1,1,1,1,11,NA,2,13,3,3,4,5,1,2,NA,2,2,2,1,2,2,2,2,2,3
"319",2,2,30,11,1,1,1,1,11,NA,2,13,3,3,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"320",2,2,30,12,1,1,1,1,11,NA,2,13,3,3,4,6,1,2,NA,1,2,1,1,2,2,2,2,2,3
"321",2,2,30,13,1,1,1,1,11,NA,2,12,2,2,5,8,1,1,10,1,2,2,2,2,2,2,2,1,1
"322",2,2,30,13,1,1,1,1,91,NA,2,12,1,1,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"323",2,2,30,13,1,1,1,1,93,NA,2,12,2,2,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"324",2,2,30,13,1,1,1,1,11,NA,2,13,2,2,5,8,1,2,2,1,2,2,1,2,2,2,2,1,3
"325",2,2,30,12,1,1,1,1,11,NA,8,13,2,1,5,14,1,1,0,2,2,2,2,2,2,2,2,2,3
"326",2,2,30,13,1,1,1,1,91,NA,1,13,3,3,4,5,1,1,NA,1,2,2,2,2,2,2,2,1,3
"327",2,2,30,12,1,1,1,1,11,NA,2,13,2,1,4,12,1,1,2,1,1,2,2,2,2,2,2,2,3
"328",NA,2,30,12,1,1,1,1,93,NA,2,13,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
"329",2,2,30,12,1,1,1,1,11,NA,2,13,2,3,3,5,1,2,NA,1,2,1,1,2,2,2,2,2,3
"330",2,1,30,12,1,1,1,1,11,NA,2,13,1,2,3,5,1,1,NA,1,2,2,2,2,2,2,9,2,3
"331",2,1,30,13,1,1,1,1,11,NA,2,11,3,2,5,7,1,2,0,1,2,2,1,2,2,2,2,2,3
"332",2,1,30,11,1,1,1,1,11,NA,2,12,3,3,5,8,1,1,2,2,2,2,2,2,2,2,2,2,1
"333",2,1,30,13,1,1,1,1,11,NA,2,13,3,1,5,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"334",2,1,30,12,1,1,1,1,11,NA,2,13,1,1,3,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"335",2,1,30,13,1,1,1,1,11,NA,2,13,3,1,5,5,1,1,NA,2,2,2,2,2,2,2,2,2,3
"336",2,1,30,12,1,1,1,1,11,NA,2,12,3,3,5,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"337",2,1,30,13,1,1,1,1,11,NA,2,12,2,1,5,12,1,2,4,2,2,2,2,2,2,2,2,2,1
"338",2,1,30,13,1,1,2,1,11,NA,2,14,2,NA,2,17,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"339",2,1,30,12,1,1,1,1,11,NA,2,13,1,3,5,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"340",2,1,30,13,1,1,1,1,11,NA,2,12,2,1,5,7,1,1,0,2,2,2,2,2,2,2,2,2,1
"341",2,1,30,12,1,1,1,1,11,NA,2,13,2,2,3,11,1,1,0,2,2,2,2,2,2,2,2,2,1
"342",2,1,30,12,1,1,1,1,11,NA,2,13,2,1,5,7,1,1,2,2,2,2,2,2,2,2,2,2,3
"343",2,1,30,13,1,1,1,1,11,NA,2,12,2,3,4,7,1,1,0,2,1,2,1,2,2,2,2,1,3
"344",2,1,30,13,1,1,1,1,91,NA,2,13,1,1,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"345",2,1,30,13,1,1,1,1,11,NA,2,13,1,1,3,9,1,1,8,2,2,2,2,2,2,2,2,1,3
"346",2,1,30,13,1,1,1,1,11,NA,2,13,1,1,4,6,1,2,NA,1,2,1,1,2,2,2,2,1,3
"347",2,1,30,13,1,1,1,1,11,NA,2,13,1,3,5,7,1,2,1,2,2,2,1,2,2,2,2,2,3
"348",2,1,30,12,1,1,1,1,11,NA,2,12,3,2,5,13,1,2,8,2,2,1,2,2,2,2,2,1,1
"349",1,1,30,13,1,1,1,1,11,NA,2,12,1,2,4,5,1,1,NA,2,2,2,1,2,2,2,2,2,3
"350",2,1,30,12,1,1,1,1,11,NA,2,12,1,2,3,6,1,2,NA,1,2,2,1,2,2,2,2,2,3
"351",2,1,30,13,1,1,1,1,11,NA,2,12,3,3,5,7,1,1,0,2,2,2,1,2,2,2,2,1,3
"352",2,1,30,13,5,NA,NA,1,11,NA,1,13,2,2,2,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"353",2,1,30,12,1,1,1,1,11,NA,1,13,1,1,4,14,1,2,0,2,2,2,2,2,2,2,2,2,3
"354",1,1,30,13,1,1,1,1,11,NA,2,13,1,3,5,9,1,2,0,2,2,2,2,2,2,2,2,1,3
"355",NA,1,30,13,1,1,1,1,11,NA,2,13,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"356",2,1,30,13,1,1,1,1,11,NA,2,12,3,2,5,8,1,1,10,2,2,2,2,2,2,2,2,1,3
"357",2,1,30,12,1,1,1,1,11,NA,2,13,3,3,4,11,1,1,2,1,2,2,2,2,2,2,2,2,3
"358",2,1,30,13,1,1,1,1,11,NA,1,13,2,2,4,14,1,2,10,2,2,1,1,2,2,2,2,2,3
"359",2,1,30,12,1,1,1,1,11,NA,2,13,2,1,5,10,1,2,10,2,2,2,1,2,1,2,2,2,3
"360",2,1,30,12,1,1,1,1,11,NA,2,13,2,2,5,7,1,2,10,1,1,2,1,2,2,2,2,2,3
"361",1,2,30,13,1,1,1,1,11,NA,2,99,1,2,4,6,NA,1,NA,2,2,2,2,2,2,2,2,1,3
"362",2,2,30,12,1,1,1,1,93,NA,2,12,3,1,5,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"363",2,2,30,13,1,1,1,1,41,3,2,12,3,3,4,9,1,2,6,2,2,2,2,2,2,2,2,2,3
"364",1,2,30,12,1,1,1,1,11,NA,2,12,1,1,5,5,1,2,NA,1,2,2,2,2,2,2,2,2,3
"365",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,15,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,3
"366",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,13,1,2,0,2,2,2,2,2,2,2,2,1,3
"367",2,2,30,12,1,1,1,1,11,NA,2,12,2,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"368",2,2,30,12,1,1,1,1,11,NA,2,13,2,3,5,10,1,2,10,2,2,2,1,2,2,2,2,2,1
"369",1,2,30,12,1,1,1,1,11,NA,2,12,1,2,4,15,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"370",2,2,30,13,1,1,1,1,11,NA,2,13,1,2,5,11,1,1,3,2,2,2,2,2,1,2,2,2,3
"371",2,2,30,12,1,1,1,1,11,NA,2,13,2,2,5,13,1,2,0,2,2,2,2,2,2,2,2,1,3
"372",2,2,30,13,1,1,1,1,11,NA,2,13,3,3,5,7,1,1,2,2,2,2,2,2,2,2,2,1,1
"373",2,2,30,13,1,1,1,1,91,NA,2,13,2,3,5,7,1,1,0,1,1,2,1,2,2,2,2,1,3
"374",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,10,1,1,0,2,2,2,2,2,2,2,2,2,1
"375",2,2,30,12,1,1,1,1,11,NA,2,12,2,2,4,7,1,1,3,2,2,2,1,2,2,2,2,2,3
"376",1,2,30,12,1,1,1,1,11,NA,2,12,1,2,4,6,1,2,NA,1,1,2,1,2,2,2,2,1,3
"377",1,2,30,12,1,1,1,1,11,NA,2,12,2,3,4,5,1,2,NA,2,2,2,1,2,2,2,2,1,3
"378",2,2,30,12,1,1,1,1,11,NA,2,13,1,2,3,5,NA,1,NA,1,1,1,1,2,2,2,2,1,1
"379",2,2,30,12,1,1,1,1,11,NA,2,13,1,3,5,16,1,1,NA,NA,NA,NA,NA,NA,9,9,2,2,3
"380",2,2,30,12,1,1,1,1,11,NA,2,12,1,1,3,5,1,1,NA,2,9,2,2,2,2,2,2,2,1
"381",2,2,30,12,1,1,1,1,11,NA,2,12,2,1,5,14,1,1,0,2,2,2,2,2,2,2,2,2,3
"382",2,2,30,12,1,1,1,1,11,NA,2,13,3,1,3,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"383",2,2,30,12,3,1,1,1,11,NA,2,13,1,2,3,8,1,1,0,1,2,2,1,2,2,2,2,2,1
"384",2,2,30,12,1,1,1,1,11,NA,2,13,3,3,5,12,1,1,6,1,1,2,1,2,2,2,2,2,3
"385",2,2,30,13,1,1,1,1,11,NA,2,13,3,1,5,16,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,3
"386",2,2,30,12,1,1,1,1,11,NA,2,13,3,1,4,6,1,1,NA,1,2,2,2,2,2,2,2,2,1
"387",1,2,30,12,1,1,1,1,11,NA,2,13,1,2,3,5,NA,2,NA,1,2,2,1,2,2,2,2,2,3
"388",2,2,30,13,1,1,1,1,11,NA,2,13,1,2,4,8,1,2,0,1,1,1,1,2,2,2,2,1,3
"389",2,2,30,12,1,1,1,1,11,NA,2,13,3,3,5,6,1,1,NA,1,2,2,2,2,2,2,2,2,3
"390",1,2,30,12,1,1,1,1,93,NA,2,13,2,2,5,10,1,1,0,1,2,2,1,2,2,2,2,1,3
"391",2,2,30,12,1,1,1,1,11,NA,2,13,2,2,4,13,1,1,0,1,2,2,2,2,2,2,2,1,1
"392",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,3,14,1,2,0,2,2,2,2,2,2,2,2,1,3
"393",1,2,30,12,1,1,1,1,11,NA,2,13,2,2,4,8,1,1,2,1,2,2,1,2,2,2,2,2,3
"394",2,2,30,12,1,1,1,1,11,NA,2,13,2,1,4,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"395",2,2,30,12,1,1,1,1,11,NA,2,13,2,1,3,14,1,2,2,2,2,1,2,2,2,2,2,1,3
"396",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"397",2,2,30,12,1,1,1,1,11,NA,2,12,1,1,3,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"398",2,2,30,15,1,1,1,1,11,NA,1,14,1,1,1,14,2,1,6,2,2,2,2,2,1,2,2,2,1
"399",2,2,30,12,1,1,1,1,11,NA,2,12,1,1,5,11,1,1,0,2,2,2,2,2,2,2,2,1,3
"400",2,2,30,13,1,1,1,1,11,NA,2,12,2,1,5,17,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,3
"401",2,2,30,13,1,1,1,1,11,NA,2,12,1,1,5,12,1,1,0,2,2,1,2,2,2,2,2,1,3
"402",2,2,30,12,1,1,1,1,11,NA,2,13,2,1,5,10,1,1,0,2,2,2,2,2,2,2,2,1,3
"403",2,2,30,12,1,1,1,1,11,NA,2,13,1,2,4,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"404",2,2,30,13,1,1,1,1,11,NA,2,13,1,1,5,7,1,1,0,2,2,2,2,2,2,2,2,2,3
"405",2,2,30,12,1,1,1,1,11,NA,2,13,2,2,5,5,1,1,NA,1,1,2,1,2,2,2,2,1,3
"406",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,5,12,1,1,0,1,2,2,1,2,2,2,2,2,3
"407",2,2,30,11,1,1,1,1,11,NA,2,13,3,NA,5,15,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"408",2,2,30,13,2,1,1,1,11,NA,2,13,1,2,5,5,1,1,NA,2,2,2,2,2,2,2,2,2,3
"409",2,2,30,13,1,1,1,1,11,NA,2,12,2,1,5,14,1,1,0,2,2,2,2,2,2,2,2,1,3
"410",2,2,30,12,1,1,1,1,11,NA,2,12,1,2,5,8,1,1,0,2,2,2,2,2,2,2,2,2,3
"411",2,2,30,12,1,1,1,1,11,NA,2,12,3,1,5,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"412",2,2,30,13,2,1,1,1,11,NA,2,12,1,1,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"413",2,2,30,12,1,1,1,1,11,NA,2,13,3,3,5,9,1,1,0,1,2,2,2,2,2,2,2,2,3
"414",2,2,30,13,1,1,1,1,11,NA,2,13,1,1,4,14,1,1,0,2,2,2,2,2,2,2,2,2,3
"415",2,2,30,12,1,1,1,1,11,NA,2,13,2,1,4,7,1,1,0,1,2,2,2,2,2,2,2,1,3
"416",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,11,1,1,0,1,2,2,1,2,2,2,2,1,3
"417",2,2,30,12,1,1,1,1,11,NA,2,13,2,2,3,8,1,1,0,2,2,2,2,2,2,2,2,1,3
"418",2,2,30,12,1,1,1,1,11,NA,2,13,1,1,4,17,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
